Order_ID,Order_Date,Delivery_Date,Customer_ID,Region,City,Courier_Partner,Product_Category,Order_Value
ORD100070,2023-10-19,2023-10-28,CUST8001,North,Hyderabad,Delhivery,Beauty,29297.41
ORD100071,2023-02-09,2023-02-11,CUST8577,North,Hyderabad,DTDC,Home,13249.49
ORD100072,2023-08-11,2023-08-20,CUST7404,East,Bangalore,India Post,Beauty,15335.15
ORD100073,2023-07-31,2023-08-04,CUST9760,North,Mumbai,Blue Dart,Home,43986.13
ORD100074,2023-11-01,2023-11-09,CUST7199,West,Kolkata,India Post,Beauty,36794.58
ORD100075,2023-07-02,2023-07-03,CUST5050,South,Chennai,Ecom Express,Sports,3511.44
ORD100076,2023-03-17,2023-03-27,CUST3005,South,Chennai,Blue Dart,Fashion,31529.31
ORD100077,2023-08-29,2023-09-03,CUST5956,East,Bangalore,Ecom Express,Fashion,15114.46
ORD100078,2023-07-07,2023-07-14,CUST4423,South,Hyderabad,Ecom Express,Home,4129.28
ORD100079,2023-03-30,2023-04-01,CUST8307,East,Chennai,Blue Dart,Electronics,36617.39
ORD100080,2023-11-05,2023-11-11,CUST7770,East,Chennai,DTDC,Home,28923.51
ORD100081,2023-04-21,2023-04-24,CUST2428,North,Delhi,Delhivery,Home,44494.62
ORD100082,2023-09-04,2023-09-05,CUST9523,South,Bangalore,Delhivery,Beauty,44358.99
ORD100083,2023-01-01,2023-01-08,CUST3623,South,Bangalore,India Post,Home,12291.83
ORD100084,2023-07-28,2023-07-29,CUST3091,East,Hyderabad,DTDC,Home,6685.21
ORD100085,2023-02-21,2023-02-26,CUST3240,South,Hyderabad,India Post,Home,36507.61
ORD100086,2023-12-02,2023-12-12,CUST8596,West,Chennai,India Post,Home,43782.19
ORD100087,2023-11-22,2023-11-29,CUST7777,East,Hyderabad,DTDC,Beauty,5259.0
ORD100088,2023-05-21,2023-05-29,CUST4579,North,Bangalore,Delhivery,Beauty,26411.22
ORD100089,2023-11-08,2023-11-15,CUST8688,East,Chennai,Blue Dart,Sports,47241.33
ORD100090,2023-02-13,2023-02-20,CUST5670,North,Delhi,DTDC,Sports,39238.53
ORD100091,2023-01-16,2023-01-26,CUST6023,East,Hyderabad,Delhivery,Electronics,23583.3
ORD100092,2023-08-26,2023-09-02,CUST9246,North,Chennai,Blue Dart,Home,43917.76
ORD100093,2023-08-20,2023-08-24,CUST9990,West,Hyderabad,Blue Dart,Sports,24822.02
ORD100094,2023-08-06,2023-08-08,CUST1648,North,Mumbai,Delhivery,Electronics,20680.83
ORD100095,2023-10-03,2023-10-12,CUST9909,East,Kolkata,Delhivery,Electronics,38954.31
ORD100096,2023-09-23,2023-09-26,CUST3503,North,Mumbai,Blue Dart,Home,10748.54
ORD100097,2023-06-08,2023-06-18,CUST2338,West,Delhi,Blue Dart,Electronics,10050.17
ORD100098,2023-06-28,2023-07-06,CUST6596,West,Mumbai,Blue Dart,Home,9183.37
ORD100099,2023-07-18,2023-07-19,CUST7778,North,Bangalore,Blue Dart,Electronics,27157.63
ORD100100,2023-05-27,2023-05-29,CUST7648,East,Delhi,India Post,Sports,13985.01
ORD100101,2023-11-11,2023-11-12,CUST9842,East,Delhi,India Post,Sports,34352.92
ORD100102,2023-12-04,2023-12-07,CUST9339,East,Delhi,Blue Dart,Electronics,5961.39
ORD100103,2023-03-06,2023-03-13,CUST1506,North,Delhi,India Post,Sports,30514.68
ORD100104,2023-08-15,2023-08-22,CUST9910,West,Chennai,Delhivery,Home,39274.37
ORD100105,2023-11-10,2023-11-12,CUST1236,East,Hyderabad,Blue Dart,Beauty,45963.35
ORD100106,2023-11-18,2023-11-25,CUST7145,West,Hyderabad,Delhivery,Sports,7633.41
ORD100107,2023-08-25,2023-09-01,CUST8294,East,Bangalore,India Post,Electronics,41248.52
ORD100108,2023-07-03,2023-07-09,CUST9786,West,Kolkata,Blue Dart,Beauty,16445.2
ORD100109,2023-01-12,2023-01-21,CUST6616,North,Kolkata,India Post,Home,23712.49
ORD100110,2023-07-12,2023-07-22,CUST4211,North,Bangalore,Ecom Express,Beauty,6475.0
ORD100111,2023-08-13,2023-08-16,CUST1690,South,Kolkata,India Post,Electronics,29949.37
ORD100112,2023-04-23,2023-04-25,CUST5476,South,Bangalore,DTDC,Fashion,18753.47
ORD100113,2023-07-07,2023-07-10,CUST6300,North,Hyderabad,Ecom Express,Home,39953.77
ORD100114,2023-01-01,2023-01-10,CUST2075,West,Bangalore,Ecom Express,Home,13976.52
ORD100115,2023-03-30,2023-03-31,CUST9905,West,Mumbai,Ecom Express,Fashion,22110.55
ORD100116,2023-03-27,2023-04-04,CUST8064,North,Mumbai,Delhivery,Fashion,12477.46
ORD100117,2023-07-11,2023-07-20,CUST7994,East,Bangalore,DTDC,Electronics,18329.18
ORD100118,2023-09-18,2023-09-20,CUST1047,East,Delhi,Ecom Express,Fashion,3271.69
ORD100119,2023-03-07,2023-03-11,CUST2021,East,Hyderabad,Blue Dart,Fashion,28906.96
ORD100120,2023-06-27,2023-07-06,CUST3327,North,Bangalore,India Post,Beauty,37190.29
ORD100121,2023-10-21,2023-10-31,CUST8803,East,Hyderabad,India Post,Home,31375.93
ORD100122,2023-02-21,2023-02-27,CUST7738,North,Hyderabad,Delhivery,Fashion,46385.48
ORD100123,2023-06-06,2023-06-14,CUST5071,East,Hyderabad,DTDC,Fashion,38813.11
ORD100124,2023-09-04,2023-09-12,CUST8610,South,Bangalore,India Post,Fashion,568.68
ORD100125,2023-02-24,2023-03-05,CUST2762,East,Hyderabad,India Post,Fashion,3938.33
ORD100126,2023-01-30,2023-02-09,CUST8013,East,Hyderabad,India Post,Fashion,46135.8
ORD100127,2023-11-15,2023-11-19,CUST7148,North,Chennai,Ecom Express,Beauty,27265.84
ORD100128,2023-08-15,2023-08-19,CUST8843,South,Mumbai,Delhivery,Sports,3530.33
ORD100129,2023-06-20,2023-06-26,CUST8179,South,Hyderabad,Delhivery,Beauty,49221.8
ORD100130,2023-06-01,2023-06-07,CUST5160,West,Mumbai,Blue Dart,Electronics,22165.88
ORD100131,2023-03-04,2023-03-07,CUST6055,North,Mumbai,Ecom Express,Home,34955.76
ORD100132,2023-12-08,2023-12-10,CUST1767,West,Chennai,DTDC,Sports,37612.38
ORD100133,2023-04-12,2023-04-16,CUST5488,East,Delhi,Ecom Express,Fashion,49860.21
ORD100134,2023-01-16,2023-01-24,CUST5085,West,Chennai,Delhivery,Home,24348.38
ORD100135,2023-11-28,2023-11-30,CUST9416,South,Delhi,Blue Dart,Home,31234.94
ORD100136,2023-05-03,2023-05-09,CUST3902,West,Mumbai,Blue Dart,Sports,28100.12
ORD100137,2023-01-12,2023-01-19,CUST2908,West,Bangalore,Ecom Express,Sports,27505.49
ORD100138,2023-11-02,2023-11-10,CUST6935,West,Chennai,Ecom Express,Beauty,31827.81
ORD100139,2023-05-12,2023-05-18,CUST2073,East,Kolkata,India Post,Beauty,32785.39
ORD100140,2023-12-09,2023-12-10,CUST7357,South,Mumbai,Delhivery,Fashion,37154.25
ORD100141,2023-07-18,2023-07-19,CUST7351,West,Delhi,Delhivery,Beauty,26787.29
ORD100142,2023-06-07,2023-06-17,CUST1101,East,Chennai,Blue Dart,Fashion,19377.62
ORD100143,2023-10-18,2023-10-28,CUST6539,East,Kolkata,Ecom Express,Fashion,616.12
ORD100144,2023-04-30,2023-05-08,CUST2459,North,Chennai,India Post,Beauty,45737.6
ORD100145,2023-06-07,2023-06-16,CUST9186,East,Kolkata,Delhivery,Fashion,46213.08
ORD100146,2023-01-09,2023-01-16,CUST7371,East,Mumbai,Blue Dart,Sports,11908.61
ORD100147,2023-01-22,2023-01-28,CUST7243,North,Bangalore,India Post,Sports,12557.95
ORD100148,2023-05-29,2023-05-31,CUST5237,North,Chennai,Delhivery,Electronics,33142.91
ORD100149,2023-01-18,2023-01-25,CUST7476,South,Mumbai,Ecom Express,Beauty,31707.69
ORD100150,2023-01-20,2023-01-28,CUST7391,South,Hyderabad,DTDC,Electronics,5108.94
ORD100151,2023-06-13,2023-06-17,CUST5593,North,Chennai,DTDC,Electronics,20402.24
ORD100152,2023-09-11,2023-09-16,CUST7020,East,Mumbai,India Post,Beauty,22053.73
ORD100153,2023-01-06,2023-01-14,CUST2100,East,Bangalore,Delhivery,Electronics,10581.71
ORD100154,2023-05-20,2023-05-30,CUST9132,South,Chennai,India Post,Home,2515.02
ORD100155,2023-01-20,2023-01-25,CUST5880,West,Mumbai,Blue Dart,Electronics,8312.97
ORD100156,2023-05-12,2023-05-13,CUST2169,East,Delhi,Blue Dart,Fashion,1063.11
ORD100157,2023-08-11,2023-08-15,CUST4000,South,Mumbai,Blue Dart,Beauty,32166.57
ORD100158,2023-09-04,2023-09-13,CUST8266,West,Bangalore,DTDC,Electronics,44077.69
ORD100159,2023-03-28,2023-04-01,CUST8125,West,Bangalore,DTDC,Electronics,10770.77
ORD100160,2023-07-28,2023-08-01,CUST2104,West,Bangalore,India Post,Fashion,38854.14
ORD100161,2023-03-20,2023-03-24,CUST4106,North,Chennai,DTDC,Beauty,8052.41
ORD100162,2023-08-02,2023-08-03,CUST2835,East,Chennai,India Post,Sports,32920.66
ORD100163,2023-10-18,2023-10-21,CUST7873,West,Hyderabad,Blue Dart,Home,45221.21
ORD100164,2023-04-24,2023-05-04,CUST3693,North,Mumbai,Blue Dart,Beauty,8165.72
ORD100165,2023-09-17,2023-09-20,CUST9255,West,Kolkata,Blue Dart,Home,23138.78
ORD100166,2023-12-11,2023-12-12,CUST1247,West,Kolkata,Blue Dart,Beauty,18432.23
ORD100167,2023-12-30,2024-01-01,CUST7556,South,Mumbai,India Post,Electronics,7127.59
ORD100168,2023-11-02,2023-11-04,CUST8519,East,Delhi,Blue Dart,Electronics,24161.38
ORD100169,2023-02-19,2023-02-27,CUST1915,South,Mumbai,Delhivery,Home,3058.92
ORD100170,2023-05-14,2023-05-21,CUST6484,North,Hyderabad,DTDC,Electronics,5140.5
ORD100171,2023-12-19,2023-12-29,CUST5133,East,Hyderabad,Ecom Express,Home,34662.71
ORD100172,2023-11-04,2023-11-08,CUST4852,North,Chennai,Ecom Express,Beauty,21876.32
ORD100173,2023-06-03,2023-06-09,CUST9639,North,Bangalore,Delhivery,Home,36570.4
ORD100174,2023-04-23,2023-04-30,CUST7969,East,Mumbai,Blue Dart,Home,42181.1
ORD100175,2023-11-16,2023-11-24,CUST6038,North,Bangalore,Delhivery,Beauty,33846.08
ORD100176,2023-05-18,2023-05-21,CUST5232,North,Kolkata,India Post,Sports,34437.75
ORD100177,2023-12-23,2023-12-25,CUST6640,North,Mumbai,India Post,Beauty,42511.74
ORD100178,2023-01-25,2023-01-29,CUST5347,South,Delhi,Ecom Express,Sports,44866.03
ORD100179,2023-07-07,2023-07-09,CUST9975,North,Kolkata,Blue Dart,Electronics,7887.57
ORD100180,2023-12-04,2023-12-08,CUST2781,South,Kolkata,DTDC,Electronics,12488.26
ORD100181,2023-07-03,2023-07-09,CUST8524,West,Delhi,Blue Dart,Home,44356.65
ORD100182,2023-01-31,2023-02-09,CUST9894,North,Bangalore,India Post,Home,46841.99
ORD100183,2023-01-09,2023-01-14,CUST4507,South,Kolkata,Ecom Express,Electronics,47367.07
ORD100184,2023-06-29,2023-07-07,CUST3852,South,Hyderabad,DTDC,Electronics,47938.31
ORD100185,2023-07-02,2023-07-10,CUST6804,East,Hyderabad,Ecom Express,Sports,42504.49
ORD100186,2023-12-23,2023-12-30,CUST6566,South,Mumbai,Delhivery,Sports,38586.34
ORD100187,2023-09-17,2023-09-24,CUST4742,North,Bangalore,DTDC,Beauty,29082.08
ORD100188,2023-04-15,2023-04-23,CUST6000,East,Chennai,DTDC,Electronics,40611.25
ORD100189,2023-12-21,2023-12-30,CUST8115,East,Bangalore,DTDC,Electronics,30813.75
ORD100190,2023-10-14,2023-10-19,CUST5514,South,Bangalore,India Post,Beauty,45140.04
ORD100191,2023-02-14,2023-02-15,CUST1887,North,Chennai,DTDC,Sports,42708.02
ORD100192,2023-11-20,2023-11-28,CUST7268,North,Hyderabad,Ecom Express,Sports,11314.95
ORD100193,2023-01-02,2023-01-11,CUST4969,East,Kolkata,DTDC,Beauty,24033.11
ORD100194,2023-05-16,2023-05-17,CUST7036,East,Kolkata,Delhivery,Fashion,8385.27
ORD100195,2023-01-02,2023-01-04,CUST6746,North,Delhi,DTDC,Beauty,15381.77
ORD100196,2023-03-25,2023-03-26,CUST5164,East,Mumbai,India Post,Beauty,44059.94
ORD100197,2023-11-22,2023-11-28,CUST4489,South,Mumbai,India Post,Sports,43744.81
ORD100198,2023-12-22,2023-12-28,CUST3398,South,Chennai,Blue Dart,Beauty,5037.41
ORD100199,2023-06-05,2023-06-07,CUST5512,East,Chennai,India Post,Home,6731.16
ORD100200,2023-11-09,2023-11-17,CUST7516,North,Delhi,DTDC,Electronics,44492.13
ORD100201,2023-03-14,2023-03-20,CUST6070,East,Chennai,Blue Dart,Fashion,31092.18
ORD100202,2023-08-05,2023-08-07,CUST9242,East,Bangalore,Delhivery,Fashion,9071.52
ORD100203,2023-07-02,2023-07-04,CUST8648,East,Mumbai,DTDC,Fashion,44225.4
ORD100204,2023-02-10,2023-02-15,CUST4856,North,Kolkata,Blue Dart,Electronics,4099.15
ORD100205,2023-01-28,2023-02-06,CUST7594,North,Mumbai,India Post,Electronics,25140.88
ORD100206,2023-03-26,2023-04-05,CUST3279,West,Hyderabad,India Post,Electronics,35296.07
ORD100207,2023-07-26,2023-08-05,CUST9174,North,Kolkata,Ecom Express,Home,16187.95
ORD100208,2023-05-18,2023-05-24,CUST5362,North,Bangalore,Delhivery,Beauty,43222.36
ORD100209,2023-05-05,2023-05-12,CUST3529,West,Mumbai,India Post,Fashion,16037.32
ORD100210,2023-05-11,2023-05-14,CUST6798,East,Kolkata,Ecom Express,Home,38121.45
ORD100211,2023-02-22,2023-02-27,CUST6943,North,Chennai,India Post,Fashion,18786.1
ORD100212,2023-01-12,2023-01-18,CUST6689,North,Hyderabad,Delhivery,Sports,3084.98
ORD100213,2023-08-25,2023-08-30,CUST4712,West,Mumbai,DTDC,Home,24293.31
ORD100214,2023-09-18,2023-09-20,CUST5545,North,Kolkata,DTDC,Home,31459.03
ORD100215,2023-12-19,2023-12-21,CUST3708,North,Kolkata,Ecom Express,Sports,42014.37
ORD100216,2023-04-05,2023-04-14,CUST5549,West,Kolkata,Delhivery,Sports,38549.31
ORD100217,2023-06-24,2023-07-01,CUST1827,West,Kolkata,Blue Dart,Electronics,12406.27
ORD100218,2023-03-06,2023-03-15,CUST7634,North,Mumbai,Delhivery,Beauty,13142.87
ORD100219,2023-10-10,2023-10-19,CUST7252,East,Hyderabad,India Post,Beauty,7404.4
ORD100220,2023-09-09,2023-09-14,CUST1735,East,Mumbai,Delhivery,Sports,12854.43
ORD100221,2023-07-17,2023-07-23,CUST5323,South,Bangalore,Blue Dart,Beauty,13902.63
ORD100222,2023-07-21,2023-07-27,CUST4964,West,Chennai,Ecom Express,Beauty,17268.21
ORD100223,2023-05-06,2023-05-12,CUST9515,South,Kolkata,Delhivery,Beauty,39181.28
ORD100224,2023-02-07,2023-02-16,CUST6427,South,Delhi,Delhivery,Home,42136.05
ORD100225,2023-03-01,2023-03-08,CUST3065,North,Delhi,India Post,Electronics,47984.14
ORD100226,2023-02-14,2023-02-20,CUST6242,North,Bangalore,Blue Dart,Electronics,46513.24
ORD100227,2023-04-25,2023-04-26,CUST8848,East,Kolkata,Ecom Express,Sports,7503.5
ORD100228,2023-11-14,2023-11-16,CUST3703,South,Kolkata,Blue Dart,Fashion,46997.73
ORD100229,2023-03-27,2023-04-06,CUST9688,South,Mumbai,Blue Dart,Electronics,19488.41
ORD100230,2023-03-23,2023-03-26,CUST2695,North,Hyderabad,Ecom Express,Electronics,30150.0
ORD100231,2023-09-02,2023-09-12,CUST2380,South,Bangalore,DTDC,Sports,19085.83
ORD100232,2023-08-02,2023-08-10,CUST9254,West,Delhi,DTDC,Sports,43762.36
ORD100233,2023-06-27,2023-07-05,CUST2349,East,Chennai,DTDC,Fashion,20048.95
ORD100234,2023-01-25,2023-02-01,CUST3875,West,Hyderabad,India Post,Sports,38961.2
ORD100235,2023-03-20,2023-03-27,CUST1503,South,Mumbai,Delhivery,Electronics,37278.65
ORD100236,2023-04-20,2023-04-26,CUST6827,South,Kolkata,Ecom Express,Sports,1488.61
ORD100237,2023-08-31,2023-09-03,CUST5311,South,Kolkata,Blue Dart,Sports,12322.68
ORD100238,2023-02-25,2023-03-05,CUST6779,North,Kolkata,Ecom Express,Sports,10108.11
ORD100239,2023-06-23,2023-06-27,CUST8321,East,Chennai,Ecom Express,Fashion,43944.68
ORD100240,2023-10-11,2023-10-13,CUST4327,South,Delhi,India Post,Beauty,43170.97
ORD100241,2023-09-22,2023-09-27,CUST7778,North,Hyderabad,India Post,Sports,132.49
ORD100242,2023-05-24,2023-05-30,CUST8631,North,Hyderabad,India Post,Home,31480.29
ORD100243,2023-08-31,2023-09-03,CUST4179,West,Bangalore,India Post,Beauty,49599.29
ORD100244,2023-02-09,2023-02-16,CUST1939,North,Kolkata,Ecom Express,Home,39151.47
ORD100245,2023-04-09,2023-04-12,CUST5877,North,Delhi,Ecom Express,Fashion,35094.7
ORD100246,2023-12-03,2023-12-11,CUST5221,North,Mumbai,Blue Dart,Home,23149.75
ORD100247,2023-02-03,2023-02-08,CUST8076,West,Chennai,India Post,Beauty,45773.07
ORD100248,2023-12-06,2023-12-13,CUST9083,South,Mumbai,Delhivery,Beauty,25531.55
ORD100249,2023-10-20,2023-10-29,CUST7920,South,Kolkata,Blue Dart,Fashion,29888.16
ORD100250,2023-06-30,2023-07-05,CUST4623,West,Chennai,DTDC,Beauty,35803.29
ORD100251,2023-06-24,2023-06-26,CUST8722,West,Hyderabad,DTDC,Electronics,41349.08
ORD100252,2023-04-28,2023-05-08,CUST1413,South,Mumbai,India Post,Home,12656.54
ORD100253,2023-09-05,2023-09-10,CUST5471,South,Bangalore,Ecom Express,Sports,24410.37
ORD100254,2023-03-18,2023-03-20,CUST6931,West,Bangalore,Delhivery,Fashion,9809.14
ORD100255,2023-03-27,2023-04-06,CUST3194,South,Kolkata,India Post,Electronics,5700.22
ORD100256,2023-08-29,2023-09-02,CUST7599,South,Kolkata,DTDC,Fashion,18628.63
ORD100257,2023-03-19,2023-03-26,CUST4124,North,Bangalore,DTDC,Beauty,8234.18
ORD100258,2023-06-15,2023-06-21,CUST6017,South,Mumbai,Ecom Express,Home,31607.94
ORD100259,2023-07-14,2023-07-17,CUST5405,East,Hyderabad,DTDC,Beauty,451.44
ORD100260,2023-06-01,2023-06-11,CUST6126,West,Delhi,Delhivery,Sports,19532.18
ORD100261,2023-10-28,2023-11-05,CUST6304,West,Mumbai,India Post,Home,15068.63
ORD100262,2023-04-15,2023-04-18,CUST8876,East,Delhi,India Post,Electronics,8122.48
ORD100263,2023-01-01,2023-01-11,CUST1868,West,Bangalore,Blue Dart,Fashion,10618.46
ORD100264,2023-08-11,2023-08-13,CUST5756,East,Mumbai,DTDC,Beauty,14345.65
ORD100265,2023-04-21,2023-04-24,CUST8069,North,Bangalore,Blue Dart,Electronics,3285.6
ORD100266,2023-09-22,2023-09-26,CUST8651,East,Mumbai,Ecom Express,Fashion,25353.37
ORD100267,2023-07-26,2023-07-28,CUST9655,West,Kolkata,Ecom Express,Electronics,30785.32
ORD100268,2023-01-14,2023-01-24,CUST3251,East,Delhi,Delhivery,Sports,42989.23
ORD100269,2023-05-18,2023-05-24,CUST3769,South,Hyderabad,Ecom Express,Home,49618.15
ORD100270,2023-07-27,2023-07-30,CUST6471,West,Delhi,Delhivery,Electronics,29111.15
ORD100271,2023-03-09,2023-03-13,CUST5529,East,Delhi,Blue Dart,Sports,14999.0
ORD100272,2023-09-09,2023-09-15,CUST8536,South,Kolkata,India Post,Beauty,45450.38
ORD100273,2023-03-17,2023-03-19,CUST4899,East,Bangalore,India Post,Home,30396.6
ORD100274,2023-12-25,2024-01-04,CUST4674,West,Hyderabad,Delhivery,Beauty,10971.35
ORD100275,2023-06-13,2023-06-23,CUST9978,North,Mumbai,Ecom Express,Electronics,15510.43
ORD100276,2023-01-25,2023-01-31,CUST6329,East,Chennai,Blue Dart,Fashion,34080.67
ORD100277,2023-03-17,2023-03-19,CUST8160,West,Chennai,India Post,Electronics,9198.72
ORD100278,2023-02-23,2023-02-27,CUST5170,South,Mumbai,Ecom Express,Electronics,1630.09
ORD100279,2023-12-05,2023-12-15,CUST1899,North,Hyderabad,Blue Dart,Fashion,20855.51
ORD100280,2023-03-13,2023-03-16,CUST5744,North,Bangalore,Blue Dart,Home,12705.27
ORD100281,2023-04-17,2023-04-20,CUST4126,East,Delhi,Ecom Express,Sports,48488.96
ORD100282,2023-12-02,2023-12-06,CUST7558,West,Mumbai,Blue Dart,Beauty,8656.36
